DATA_OWNER,COUNTRY,LOCATION_NAME,REGION,AREA,AREA_NAME,ABC_SITE,TOP_TIER_SITE,SITE_PARENT_ID,SITE_PARENT_NAME,GEO_WATERBODY,SITE_ID,SITE_NAME,SHREVE_LINK_NO,DS_SHREVE_LINK_NO,ALTITUDE_M,CATCHMENT_AREA_US_KM2,DISTANCE_TO_SOURCE_KM,DISTANCE_TO_TIDAL_LIMIT_KM,SURVEY_ID,EVENT_DATE,EVENT_DATE_YEAR,SURVEY_RANKED_NGR,SURVEY_RANKED_EASTING,SURVEY_RANKED_NORTHING,SURVEY_LENGTH,SURVEY_WIDTH,SURVEY_AREA,FISHED_WIDTH,FISHED_AREA,SURVEY_METHOD,SURVEY_STRATEGY,NO_OF_RUNS,SURVEY_SPECIES_ID,SPECIES_ID,SPECIES_NAME,LATIN_NAME,AGE_BAND,RUN_1,RUN_2,RUN_3,RUN_4,RUN_5,RUN_6,ALL_RUNS,SPCSNO,SPCSNO_SE,SPCSPV,SPCSPV_SE,SURVEY_STATUS,IS_THIRD_PARTY,IS_SPECIES_SELECTIVE,SURVEY_INSERT_DATE
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER CRAKE/DOWNSTREAM BOUTHREY BRIDGE/,River Crake,5390,River Crake,GB112073071190,5408,Downstream Bouthrey Bridge,,,,,,,101894,16-08-2006,2006,SD2912288936,329122,488936,5.00,3.00,15,3.00,15,DC ELECTRIC FISHING,CATCH PUE/T SAMPLE,1,373360,118,Atlantic salmon,Salmo salar,Age?,0,,,,,,0,,,,,Completed,No,No,19-10-2006 14:16:12
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,STOUR/RIVER ALLEN/WITCHAMPTON MILL/,Stour,19680,River Allen,GB108043011090,8778,Witchampton Mill,7,8,30.00,121.30,12.970,41.424,100917,24-08-2006,2006,ST9990006800,399900,106800,86.00,7.00,602,7.00,602,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,367953,111,Brown / sea trout,Salmo trutta,0+,0,0,0,,,,0,0,0,0,0,Completed,No,No,25-08-2006 11:18:16
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/WARLEGGAN/MAIN WARLEGGAN/U/S MAIDENWELL/,Fowey,8842,Main Warleggan,GB108048007630,8424,u/s Maidenwell,8,9,200.00,11.08,4.409,30.127,104294,12-08-1996,1996,SX1470071600,214700,71600,70.00,3.50,245,3.50,245,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,384573,118,Atlantic salmon,Salmo salar,0+,0,0,0,,,,0,0,0,0,0,Completed,No,No,01-03-2007 15:48:04
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,LOOE/WEST LOOE/MAIN WEST LOOE/GILLHILL WOOD/,Looe,7335,Main West Looe,GB108048002000,7344,Gillhill Wood,3,38,33.00,1.17,9.188,6.803,103900,13-09-2000,2000,SX2226057170,222260,57170,73.50,6.00,441,6.00,441,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,382887,118,Atlantic salmon,Salmo salar,0+,31,19,9,,,,59,68,7,0,0,Completed,No,No,06-02-2007 13:53:56
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,LOOE/WEST LOOE/MAIN WEST LOOE/GILLHILL WOOD/,Looe,7335,Main West Looe,GB108048002000,7344,Gillhill Wood,3,38,33.00,1.17,9.188,6.803,103900,13-09-2000,2000,SX2226057170,222260,57170,73.50,6.00,441,6.00,441,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,382887,118,Atlantic salmon,Salmo salar,Age?,7,0,1,,,,8,8,0,1,0,Completed,No,No,06-02-2007 13:53:56
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,TAMAR/LYD/LEW/MAIN LEW/FOXCOMBE/,Tamar,10468,Main Lew,GB108047007770,25499,Foxcombe,,,,,,,105141,04-08-1999,1999,SX4790087450,247900,87450,85.00,5.80,493,5.80,493,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,388335,118,Atlantic salmon,Salmo salar,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,25-04-2007 11:01:25
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER LEVEN/300.00 LOW WOOD LEVDP19/,River Leven,5543,River Leven,GB112073071420,10335,300.00 Low Wood LEVDP19,389,390,4.00,254.41,40.195,10.581,123583,18-08-2010,2010,SD3454283663,334542,483663,28.00,31.00,868,10.00,280,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE (PART WIDTH),3,477854,118,Atlantic salmon,Salmo salar,0+,29,15,4,,,,48,50,3,1,0,Completed,No,No,26-08-2010 15:40:41
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER LEVEN/300.00 LOW WOOD LEVDP19/,River Leven,5543,River Leven,GB112073071420,10335,300.00 Low Wood LEVDP19,389,390,4.00,254.41,40.195,10.581,123583,18-08-2010,2010,SD3454283663,334542,483663,28.00,31.00,868,10.00,280,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE (PART WIDTH),3,477854,118,Atlantic salmon,Salmo salar,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,26-08-2010 15:40:41
Environment Agency,England,South West Devon and Cornwall (Devon),South West,Devon and Cornwall,Devon and Cornwall,TORRIDGE/RIVER TORRIDGE/MAIN RIVER TORRIDGE/FORDMILL FARM (SP)/,Torridge,21442,Main River Torridge,GB108050014390,9439,Fordmill Farm (Sp),16,17,136.00,30.45,8.136,78.594,126733,28-06-2011,2011,SS3244017770,232440,117770,50.00,5.95,298,5.95,298,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,493739,118,Atlantic salmon,Salmo salar,0+,8,,,,,,8,,,,,Completed,No,No,29-06-2011 15:15:34
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,PIDDLE/TURNERSPUDDLE/,Piddle,13627,Piddle,GB108044010080,22256,Turnerspuddle,7,9,27.00,111.96,21.894,26.784,123939,16-09-2010,2010,SY8386492847,383864,92847,91.00,5.60,510,5.60,510,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,479564,118,Atlantic salmon,Salmo salar,Age?,1,,,,,,1,,,,,Completed,No,No,22-09-2010 13:42:14
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,"RIVER EDEN/RIVER EDEN, DOWNSTREAM EAMONT CONFLUENCE/BRUNSTOCK BECK/1193.00 DS M6/",River Eden,11932,Brunstock Beck,GB102076073970,11934,1193.00 DS M6,16,17,15.00,36.31,13.571,20.707,122328,29-04-2010,2010,NY4129659562,341296,559562,107.00,3.80,407,3.80,407,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,471655,111,Brown / sea trout,Salmo trutta,1+,3,2,0,,,,5,5,0,1,0,Completed,No,No,16-06-2010 14:36:59
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,"RIVER EDEN/RIVER EDEN, DOWNSTREAM EAMONT CONFLUENCE/BRUNSTOCK BECK/1193.00 DS M6/",River Eden,11932,Brunstock Beck,GB102076073970,11934,1193.00 DS M6,16,17,15.00,36.31,13.571,20.707,122328,29-04-2010,2010,NY4129659562,341296,559562,107.00,3.80,407,3.80,407,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,471657,154,Grayling,Thymallus thymallus,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,16-06-2010 14:36:59
Environment Agency,England,South West Devon and Cornwall (Devon),South West,Devon and Cornwall,Devon and Cornwall,EXE/RIVER EXE/HADDEO/MAIN HADDEO/CLAMMER FORD (TE/WFD)/,Exe,21380,Main Haddeo,GB108045015090,9203,Clammer Ford (Te/WFD),17,18,153.00,51.37,11.269,69.005,123060,14-07-2010,2010,SS9442028820,294420,128820,53.00,9.40,498,9.40,498,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,475021,118,Atlantic salmon,Salmo salar,0+,20,9,6,,,,35,39,4,1,0,Completed,No,No,28-07-2010 12:01:01
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,"RIVER DERWENT/RIVER GRETA/ST JOHNS BECK/1555.40 BRIDGE HOUSE, ST JOHN'S BECK/",River Derwent,5209,St Johns Beck,GB112075070430,17874,"1555.40 Bridge House, St John's Beck",75,77,140.00,49.68,17.997,54.487,124694,08-09-2010,2010,NY3103122703,331031,522703,50.00,6.80,340,6.80,340,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,483153,111,Brown / sea trout,Salmo trutta,0+,15,6,6,,,,27,31,5,0,0,Completed,No,No,27-10-2010 14:09:42
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,"RIVER DERWENT/RIVER GRETA/ST JOHNS BECK/1555.40 BRIDGE HOUSE, ST JOHN'S BECK/",River Derwent,5209,St Johns Beck,GB112075070430,17874,"1555.40 Bridge House, St John's Beck",75,77,140.00,49.68,17.997,54.487,124694,08-09-2010,2010,NY3103122703,331031,522703,50.00,6.80,340,6.80,340,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,483153,111,Brown / sea trout,Salmo trutta,1+,4,1,0,,,,5,5,0,1,0,Completed,No,No,27-10-2010 14:09:42
Environment Agency,England,North West South,North West,South,Greater Manchester Merseyside and Cheshire,WEAVER/RIVER DANE/DADA30/,Weaver,5919,River Dane,GB112068060180,10520,DADA30,108,109,116.00,90.78,19.807,69.438,127162,26-07-2011,2011,SJ9120265169,391202,365169,100.00,11.74,1174,11.74,1174,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,496390,111,Brown / sea trout,Salmo trutta,0+,0,,,,,,0,,,,,Completed,No,No,28-07-2011 13:42:50
Environment Agency,England,South West Devon and Cornwall (Devon),South West,Devon and Cornwall,Devon and Cornwall,TORRIDGE/RIVER TORRIDGE/DIPPLE WATER/U/S DIPPLE BRIDGE (SP)/,Torridge,9138,Dipple Water,GB108050014370,9360,U/s Dipple Bridge (Sp),,,133.00,,6.132,75.945,127244,28-07-2011,2011,SS3496017740,234960,117740,70.00,4.90,343,4.90,343,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,496912,111,Brown / sea trout,Salmo trutta,1+,0,,,,,,0,,,,,Completed,No,No,03-08-2011 15:46:34
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER CALDER CATCHMENT/RIVER CALDER TRIBS/RIVER RYBURN/BAR LANE (U/S BOOTH DEAN CLOUGH) (WR)/,River Calder catchment,11855,River Ryburn,GB104027062540,11990,Bar Lane (u/s Booth Dean Clough) (WR),16,48,158.00,13.66,7.856,160.179,124339,05-10-2010,2010,SE0321818635,403218,418635,50.00,5.15,258,5.15,258,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,481607,114,Rainbow trout,Oncorhynchus mykiss,1+,9,0,0,,,,9,9,0,1,0,Completed,No,No,13-10-2010 08:52:33
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER CALDER CATCHMENT/RIVER CALDER TRIBS/RIVER RYBURN/BAR LANE (U/S BOOTH DEAN CLOUGH) (WR)/,River Calder catchment,11855,River Ryburn,GB104027062540,11990,Bar Lane (u/s Booth Dean Clough) (WR),16,48,158.00,13.66,7.856,160.179,124339,05-10-2010,2010,SE0321818635,403218,418635,50.00,5.15,258,5.15,258,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,481607,114,Rainbow trout,Oncorhynchus mykiss,Age?,2,2,0,,,,4,4,1,1,0,Completed,No,No,13-10-2010 08:52:33
Environment Agency,England,Midlands West,Midlands,West,Shropshire Herefordshire Worcestershire and Gloucestershire,WYE/LUGG/PINSLEY BROOK/COBNASH/,Wye,10118,Pinsley Brook,GB109055041940,10134,Cobnash,8,8,81.00,23.30,8.077,142.661,124359,03-08-2010,2010,SO4508560611,345085,260611,45.00,2.50,113,2.50,113,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,481689,111,Brown / sea trout,Salmo trutta,1+,12,0,0,,,,12,12,0,1,0,Completed,No,No,13-10-2010 13:51:15
Environment Agency,England,North East North East,Yorkshire and North East,North East,Northumbria,"RIVER TEES/SAP/BT QUIN, RIVER TEES BLACKWELL/",River Tees,3439,River Tees,GB103025072190,15679,"SAP/BT Quin, River Tees Blackwell",1005,1007,29.00,846.13,85.520,74.453,124774,14-10-2010,2010,NZ2700012600,427000,512600,15.00,5.00,75,5.00,75,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,483480,111,Brown / sea trout,Salmo trutta,Age?,0,,,,,,0,,,,,Completed,No,No,01-11-2010 14:47:35
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER RIBBLE/RIVER DOUGLAS/RIVER YARROW/PTC BLACK BROOK (HOGGS LANE)/,River Ribble,4010,River Yarrow,GB112070064951,11078,ptc Black Brook (Hoggs Lane),6,7,76.00,9.45,5.471,34.956,123660,02-09-2010,2010,SD5924516219,359245,416219,75.00,4.80,360,4.80,360,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,478250,111,Brown / sea trout,Salmo trutta,0+,0,0,0,,,,0,0,0,0,0,Completed,No,No,06-09-2010 10:03:00
Environment Agency,England,Anglian Central,Anglian,Central,Cambridgeshire and Bedfordshire,CAM CATCHMENT/CAM/U/S CAM/LITTLEBURY/,Cam Catchment,4413,U/s Cam,GB105033037590,4495,Littlebury,1,43,41.00,0.13,0.100,112.168,29463,30-09-1993,1993,TL5180039700,551800,239700,190.00,10.00,1900,10.00,1900,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,100299,111,Brown / sea trout,Salmo trutta,Age?,3,1,,,,,4,4,1,1,0,Completed,No,No,07-05-2002 12:54:05
Environment Agency,England,Anglian Northern (Manby),Anglian,Northern,Lincolnshire and Northamptonshire,ANCHOLME CATCHMENT/GREAT EAU SUBCATCHMENT/GREAT EAU FMU/CLAYTHORPE GAUGING STATION/,Ancholme Catchment,12325,Great Eau FMU,GB105029061660,6613,Claythorpe Gauging Station,12,13,8.00,84.11,14.877,17.746,57781,07-04-1992,1992,TF4220080500,542200,380500,1.00,2280.00,2280,2280.00,2280,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,182024,114,Rainbow trout,Oncorhynchus mykiss,>1+,0,0,,,,,0,0,0,0,0,Completed,No,No,05-09-2002 14:46:34
Environment Agency,England,Anglian Central,Anglian,Central,Cambridgeshire and Bedfordshire,NORTH WEST NORFOLK/NAR/NARFORD HALL ESTATE/,North West Norfolk,4465,Nar,GB105033047791,4845,Narford Hall Estate,2,3,15.00,116.78,21.264,30.939,30342,17-03-1993,1993,TF7640014400,576400,314400,200.00,6.00,1200,6.00,1200,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,94880,111,Brown / sea trout,Salmo trutta,>1+,0,0,,,,,0,0,0,0,0,Completed,No,No,07-05-2002 12:54:24
Environment Agency,England,Anglian Central,Anglian,Central,Cambridgeshire and Bedfordshire,NORTH WEST NORFOLK/NAR/NARFORD HALL ESTATE/,North West Norfolk,4465,Nar,GB105033047791,4845,Narford Hall Estate,2,3,15.00,116.78,21.264,30.939,30342,17-03-1993,1993,TF7640014400,576400,314400,200.00,6.00,1200,6.00,1200,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,94881,114,Rainbow trout,Oncorhynchus mykiss,1+,0,0,,,,,0,0,0,0,0,Completed,No,No,07-05-2002 12:54:24
Environment Agency,England,Anglian Northern (Manby),Anglian,Northern,Lincolnshire and Northamptonshire,ANCHOLME CATCHMENT/GREAT EAU SUBCATCHMENT/GREAT EAU FMU/CLAYTHORPE GAUGING STATION/,Ancholme Catchment,12325,Great Eau FMU,GB105029061660,6613,Claythorpe Gauging Station,12,13,8.00,84.11,14.877,17.746,58076,19-07-1994,1994,TF4160079300,541600,379300,1.00,1696.14,1696,1696.14,1696,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,183208,114,Rainbow trout,Oncorhynchus mykiss,Age?,31,5,,,,,36,36,1,1,0,Completed,No,No,05-09-2002 14:46:34
Environment Agency,England,Anglian Northern (Kettering),Anglian,Northern,Lincolnshire and Northamptonshire,NENE CATCHMENT/WILLOW BROOK/WOODNEWTON/,Nene Catchment,7671,Willow Brook,GB105032050290,6148,Woodnewton,11,402,25.00,89.42,31.903,82.932,54471,08-09-1998,1998,TL0390093900,503900,293900,1.00,540.00,540,540.00,540,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,170881,111,Brown / sea trout,Salmo trutta,0+,0,0,,,,,0,0,0,0,0,Completed,No,No,16-08-2002 13:40:59
Environment Agency,England,Anglian Northern (Kettering),Anglian,Northern,Lincolnshire and Northamptonshire,NENE CATCHMENT/WILLOW BROOK/WOODNEWTON/,Nene Catchment,7671,Willow Brook,GB105032050290,6148,Woodnewton,11,402,25.00,89.42,31.903,82.932,54471,08-09-1998,1998,TL0390093900,503900,293900,1.00,540.00,540,540.00,540,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,170881,111,Brown / sea trout,Salmo trutta,Age?,1,2,,,,,3,3,2,1,1,Completed,No,No,16-08-2002 13:40:59
Environment Agency,England,Southern Solent and South Downs,South East,Solent and South Downs,Solent and South Downs,ARUN/ARUN TRIBUTARIES/LOXWOOD STREAM/IFOLD Q/,Arun,16655,Loxwood Stream,GB107041017970,7016,Ifold Q,84,84,20.00,76.75,21.607,56.923,61420,26-07-2002,2002,TQ0271231600,502712,131600,100.00,3.17,317,3.17,317,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,191930,111,Brown / sea trout,Salmo trutta,Age?,2,1,0,,,,3,3,0,1,0,Completed,No,No,19-09-2002 11:45:30
Environment Agency,England,Anglian Northern (Kettering),Anglian,Northern,Lincolnshire and Northamptonshire,WELLAND CATCHMENT/RIVER GWASH AND NORTH BROOK/GWASH/FRITHS FARM/,Welland Catchment,28943,Gwash,GB105031050610,6190,Friths Farm,22,145,32.00,147.33,32.471,67.554,54505,13-03-1990,1990,TF0210010700,502100,310700,1.00,1120.00,1120,1120.00,1120,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,171079,111,Brown / sea trout,Salmo trutta,0+,0,0,,,,,0,0,0,0,0,Completed,No,No,16-08-2002 13:40:54
Environment Agency,England,North West South,North West,South,Greater Manchester Merseyside and Cheshire,MERSEY/BOLLIN/BO08/,Mersey,6241,Bollin,GB112069061320,6487,BO08,,,,,,,56137,02-07-1996,1996,SJ8980077700,389800,377700,68.80,6.39,440,6.39,440,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,174561,111,Brown / sea trout,Salmo trutta,1+,0,,,,,,0,,,,,Completed,No,No,30-08-2002 13:18:47
Environment Agency,England,North West South,North West,South,Greater Manchester Merseyside and Cheshire,MERSEY/RIVER GOYT/GO02/,Mersey,6350,River Goyt,GB112069060850,6414,GO02,34,38,220.00,21.40,8.818,94.159,60725,03-02-1998,1998,SD0150077800,301500,477800,48.00,6.40,307,6.40,307,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,190896,111,Brown / sea trout,Salmo trutta,>1+,0,,,,,,0,,,,,Completed,No,No,12-09-2002 09:32:56
Environment Agency,England,North West South,North West,South,Greater Manchester Merseyside and Cheshire,MERSEY/RIVER GOYT/GO02/,Mersey,6350,River Goyt,GB112069060850,6414,GO02,34,38,220.00,21.40,8.818,94.159,60725,03-02-1998,1998,SD0150077800,301500,477800,48.00,6.40,307,6.40,307,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,190896,111,Brown / sea trout,Salmo trutta,Age?,21,,,,,,21,,,,,Completed,No,No,12-09-2002 09:32:56
Environment Agency,England,Anglian Northern (Kettering),Anglian,Northern,Lincolnshire and Northamptonshire,WELLAND CATCHMENT/RIVER GWASH AND NORTH BROOK/GWASH/FRITHS FARM/,Welland Catchment,28943,Gwash,GB105031050610,6190,Friths Farm,22,145,32.00,147.33,32.471,67.554,54529,27-03-1996,1996,TF0210010700,502100,310700,210.00,7.00,1470,7.00,1470,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,171225,111,Brown / sea trout,Salmo trutta,Age?,116,32,,,,,148,159,6,1,0,Completed,No,No,16-08-2002 13:40:54
Environment Agency,England,Anglian Northern (Kettering),Anglian,Northern,Lincolnshire and Northamptonshire,NENE CATCHMENT/HARPERS & ALLEDGE BROOK/HARPERS BROOK/LOWICK/,Nene Catchment,29072,Harpers Brook,GB105032045230,6157,Lowick,,,,,,,54429,18-02-1992,1992,SP9770080500,497700,280500,1.00,840.00,840,840.00,840,AC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,170586,111,Brown / sea trout,Salmo trutta,0+,0,0,,,,,0,0,0,0,0,Completed,No,No,16-08-2002 13:41:00
Environment Agency,England,Anglian Northern (Kettering),Anglian,Northern,Lincolnshire and Northamptonshire,NENE CATCHMENT/HARPERS & ALLEDGE BROOK/HARPERS BROOK/LOWICK/,Nene Catchment,29072,Harpers Brook,GB105032045230,6157,Lowick,,,,,,,54429,18-02-1992,1992,SP9770080500,497700,280500,1.00,840.00,840,840.00,840,AC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,170586,111,Brown / sea trout,Salmo trutta,1+,0,0,,,,,0,0,0,0,0,Completed,No,No,16-08-2002 13:41:00
Environment Agency,England,Anglian Northern (Kettering),Anglian,Northern,Lincolnshire and Northamptonshire,WELLAND CATCHMENT/RIVER GWASH AND NORTH BROOK/GWASH/LITTLE CASTERTON/,Welland Catchment,28943,Gwash,GB105031050610,16079,Little Casterton,22,145,33.00,145.89,31.667,68.358,54504,15-03-1990,1990,TF0180009900,501800,309900,1.00,2475.00,2475,2475.00,2475,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,171074,111,Brown / sea trout,Salmo trutta,0+,0,0,,,,,0,0,0,0,0,Completed,No,No,16-08-2002 13:40:54
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,"RIVER EDEN/RIVER EDEN, UPSTREAM EAMONT CONFLUENCE/HILTON BECK/1034.94 SWINDALE CONFLUENCE, HILTON BECK/",River Eden,5203,Hilton Beck,GB102076070770,7055,"1034.94 Swindale confluence, Hilton Beck",,,286.00,,3.892,105.080,61960,16-09-2002,2002,NY7524721439,375247,521439,50.00,4.40,220,4.40,220,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,192541,111,Brown / sea trout,Salmo trutta,>1+,7,,,,,,7,,,,,Completed,No,No,25-09-2002 15:38:12
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,TAMAR/LYD/MAIN LYD/SYDENHAM/,Tamar,8217,Main Lyd,GB108047007720,10663,Sydenham,61,62,76.00,78.63,17.851,65.137,87087,08-07-2005,2005,SX4297783838,242977,83838,58.50,8.49,497,8.49,497,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,303635,118,Atlantic salmon,Salmo salar,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,24-10-2005 11:49:43
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER DON CATCHMENT/RIVER DON/SOUGHLEY FARM DON/BT/Q/001/,River Don catchment,3914,River Don,GB104027057500,4035,Soughley Farm DON/BT/Q/001,40,42,250.00,23.03,8.475,148.014,86402,15-08-2005,2005,SE1890002800,418900,402800,100.00,8.00,800,8.00,800,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,300067,154,Grayling,Thymallus thymallus,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,28-09-2005 14:18:27
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,FROME/GREYS BRIDGE CARRIER/GREYS BRIDGE D/S BRIDGE/,Frome,29980,Greys Bridge Carrier,GB108044009690,16230,Greys Bridge d/s bridge,35,37,53.00,203.26,26.344,44.638,86403,15-09-2005,2005,SY7031290948,370312,90948,82.60,5.68,469,5.68,469,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,300093,154,Grayling,Thymallus thymallus,>1+,0,,,,,,0,,,,,Completed,No,No,28-09-2005 14:35:27
Environment Agency,England,North East North East,Yorkshire and North East,North East,Northumbria,RIVER TYNE/NORTH TYNE/TARSET BURN/TARN BURN/,River Tyne,57463,Tarset Burn,GB103023075200,16958,Tarn Burn,16,16,229.00,12.01,6.028,109.517,87345,06-10-2005,2005,NY7560094600,375600,594600,30.00,1.50,45,1.50,45,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,304513,111,Brown / sea trout,Salmo trutta,>1+,0,,,,,,0,,,,,Completed,No,No,28-10-2005 13:51:05
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,FROME/RIVER HOOKE/TOLLER PORCORUM/,Frome,16793,River Hooke,GB108044009800,16794,Toller Porcorum,10,10,107.00,25.50,6.972,62.710,87126,14-10-2005,2005,SY5660097900,356600,97900,840.00,4.05,3402,4.05,3402,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,303785,111,Brown / sea trout,Salmo trutta,Age?,0,,,,,,0,,,,,Completed,No,No,25-10-2005 08:53:39
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER AIRE CATCHMENT/RIVER AIRE TRIBUTARIES/RIVER WORTH/D/S PONDEN MILL (WR)/,River Aire catchment,11971,River Worth,GB104027064210,11972,D/S Ponden Mill (WR),1,14,213.00,0.30,0.783,156.860,86275,21-09-2005,2005,SE0070037400,400700,437400,48.50,4.55,221,4.55,221,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,299306,111,Brown / sea trout,Salmo trutta,0+,0,0,0,,,,0,0,0,0,0,Completed,No,No,22-09-2005 12:53:26
Environment Agency,England,North East North East,Yorkshire and North East,North East,Northumbria,RIVER ALN/RIVER ALN AT BRIDGE OF ALN/,River Aln,10696,River Aln,GB103022076310,3485,River Aln at Bridge of Aln,24,25,56.00,47.47,12.531,27.587,87254,25-07-2005,2005,NU0880012400,408800,612400,30.00,5.00,150,5.00,150,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,304206,118,Atlantic salmon,Salmo salar,Age?,0,,,,,,0,,,,,Completed,No,No,27-10-2005 10:34:10
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/ST NEOT/U/S COLLIFORD FALLS/,Fowey,8416,St Neot,GB108048007640,8417,u/s Colliford Falls,6,7,228.00,13.35,6.513,33.433,87424,07-10-2005,2005,SX1810070700,218100,70700,57.10,3.80,217,3.80,217,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,304877,111,Brown / sea trout,Salmo trutta,0+,17,9,11,,,,37,54,17,0,0,Completed,No,No,01-11-2005 11:39:24
